name,family,provenance,ic_1,icir_1,ic_5,ic_20,ic_decay,n_days,ls_sharpe,fold_sharpes,pval,dsr_prob,turnover,pval_pass,verdict,reason,max_corr,delta_sharpe,delta_maxdd,improves_book
vixfix_22,capitulation,TikTok lead (validated as candidate),-0.03794267654230256,-4.982107630925281,-0.06294202285692595,-0.09334543107572091,-0.06294202285692595,1942,-0.9982676467487683,"[0.18270674163442302, -1.6772633624487894, -1.1170241827261853, -2.3042390888177517]",6.289543272863796e-07,1.380305497122869e-06,0.022469649362414718,True,REJECTED,negative OOS fold,,,,False
vixfix_z_22,capitulation,TikTok lead (validated as candidate),-0.03794267654230256,-4.982107630925281,-0.06294202285692595,-0.09334543107572091,-0.06294202285692595,1942,-0.9982676467487683,"[0.18270674163442302, -1.6772633624487894, -1.1170241827261853, -2.3042390888177517]",6.289543272863796e-07,1.380305497122869e-06,0.022469649362414718,True,REJECTED,negative OOS fold,,,,False
kurt_63,volatility,Jansen ML4T,0.010111454196282918,1.702866600914554,0.007260471425626772,-0.003310763414500816,0.007260471425626772,1901,-0.863278351012936,"[-2.7183636006149596, 0.7853123978466772, -0.5111425395246172, -0.14200975610449398]",0.08859303560506948,1.1630724514599677e-06,0.016846535488234896,False,REJECTED,failed FDR,,,,False
streak,lottery,Jansen ML4T,0.022822211286660045,3.7307408716340076,0.009572347202510953,-0.018215822003108343,0.009572347202510953,1904,-0.9209044594907618,"[0.42853697531400553, -2.3263912487559697, -2.456466207419676, -1.1416008339707993]",0.0001909175131085128,9.886201385311821e-07,0.026082032612158357,True,REJECTED,negative OOS fold,,,,False
rev_1,reversal,Qlib Alpha158,0.02188212008627384,3.1609525384810557,0.016511494723862388,-0.01519213972481406,0.016511494723862388,1962,-2.121461383594703,"[-1.3419550419681265, -3.3631572182869744, -3.2286929391547523, -3.367386775131687]",0.0015725411948266377,8.713779102720309e-07,0.02256029401759181,True,REJECTED,negative OOS fold,,,,False
volz_126,volume,Qlib Alpha158,-0.05343663107632914,-8.598676702164829,-0.030048816450796205,-0.018240520906179634,-0.030048816450796205,1838,-1.0786415503586304,"[-0.44181062474312094, -1.40054718520734, -1.3732104949345467, -1.2827385184817681]",0.0,6.499174328711277e-07,0.01786500738361352,True,REJECTED,negative OOS fold,,,,False
vixfix_66,capitulation,TikTok lead (validated as candidate),-0.0336050295396411,-4.283405333710951,-0.05020265325860597,-0.08678865659861175,-0.05020265325860597,1898,-1.0955075280347881,"[-0.7212675413378666, -2.0207085664737074, -1.5835137602826397, -0.38788276470403255]",1.8405442811397776e-05,5.926147739754306e-07,0.02135546168818492,True,REJECTED,negative OOS fold,,,,False
vixfix_z_66,capitulation,TikTok lead (validated as candidate),-0.0336050295396411,-4.283405333710951,-0.05020265325860597,-0.08678865659861175,-0.05020265325860597,1898,-1.0955075280347881,"[-0.7212675413378666, -2.0207085664737074, -1.5835137602826397, -0.38788276470403255]",1.8405442811397776e-05,5.926147739754306e-07,0.02135546168818492,True,REJECTED,negative OOS fold,,,,False
lowvol_10,volatility,Jansen ML4T,0.06784860753031469,8.443173375841411,0.08042633537499681,0.1090678974213808,0.08042633537499681,1954,-0.9526516860859723,"[-1.8554689728726275, 0.037844072138730596, -1.5955170929180067, -0.01770183638418818]",0.0,5.543904643690034e-07,0.02428472147421795,True,REJECTED,negative OOS fold,,,,False
kbar_body_1,kbar,Qlib Alpha158,-0.006375763030396172,-1.0278497689906183,-0.0026234969884250505,0.01653319694510277,-0.0026234969884250505,1963,-0.8252547416221674,"[0.06042038849559618, -2.424879797309521, -1.3506690294233354, -1.3948626562479278]",0.30402050100360345,4.0127934153311173e-07,0.021496771800448105,False,REJECTED,failed FDR,,,,False
